rate,7,8,9,10,11
r1,0.0,0.0,0.0,0.0,0.0
r2,0.0,0.10084723705156873,0.0,0.009273237397303262,0.0
r3,0.03483784851969003,0.13464985680139077,0.10752344166750019,0.043109759106884034,0.024214565451136708
r4,0.02695569492146551,0.10258830168619389,0.09625849527521711,0.0044858995573435305,0.0163375502327114
r5,0.0449191434365167,0.079281146409614,0.09197368470098745,0.010890976969862437,0.004600731363428903
r6,0.030973924581831777,0.0653633276382121,0.08088298030998348,0.01741983446322749,0.003932764151348691
r7,0.030533675328033874,0.06459805953183768,0.07879003462677522,0.025781393111717857,0.009018273907256744
r8,0.027269456368996095,0.07909819767510622,0.05428464077336202,0.02293772706246654,0.002836516770014964
r9,0.03433660298086956,0.08790964772492577,0.0504806276759691,0.038901898962649964,0.009927327949970118
r10,0.034830964616387586,0.08182330613054611,0.04678294387472661,0.047152612542958855,0.008899425206160064
r11,0.029079238523419114,0.0798303053779947,0.05683929458834759,0.06218212348771539,0.011811310196127044
r12,0.02921603334919204,0.06729295330013545,0.06752093724152863,0.07288329856772048,0.00959022917439753
r13,0.023449870582578816,0.06675973543563356,0.05784793241763911,0.06634270772322305,0.03294725438616641
r14,0.022346764323929482,0.07736605608185976,0.06692525365338597,0.06286315344627778,0.028656835237224305
r15,0.06555746917844349,0.09448947246602203,0.06452662642956926,0.05935971643958841,0.031554776475847104
r16,0.06542237993573588,0.09101225767875411,0.06787545081215159,0.08184444162540853,0.024025941432731422
r17,0.059959513466845984,0.08639320733441919,0.08235574281948989,0.08699334746548254,0.022400526513849668
r18,0.056328898790850415,0.08655808842222013,0.07754963701523457,0.08200149146636859,0.02091561959013833
r19,0.05458940051433314,0.08569899202683066,0.0864479695457846,0.07841334937659321,0.019918012910395355
r20,0.06281538069306719,0.0968047416608814,0.07200126020770473,0.07911357827158841,0.025125074150853726
r21,0.08007968951058815,0.09191763070801114,0.07352120617829326,0.07643583958641188,0.029689542576611244
r22,0.07797001769646693,0.08799048850904588,0.0742010411810949,0.07144751591763635,0.026843637437236712
r23,0.08454158285801945,0.0854980634729681,0.06705075240692174,0.07207925862773777,0.023766794012502722
r24,0.0943167179742681,0.08374826628480328,0.06621965745539664,0.07667593270405286,0.02288963063398263
r25,0.08915317123925996,0.08177197398133866,0.06401287881289099,0.09163735984397353,0.035472354514582034
r26,0.09268763846809452,0.08033022713315426,0.06266707830195556,0.08006382604219568,0.03380624035720911
r27,0.11456237467885881,0.0779085448842218,0.06097096545521813,0.0780440561406207,0.025644686250512718
r28,0.11361743532240234,0.07620716246831606,0.05882200296596543,0.0761530827482917,0.03274452954511777
r29,0.10989758775650013,0.08360766832637508,0.05730080393830181,0.0738320631672244,0.037289472404843704
r30,0.1068497956967548,0.08788308016674015,0.05557070327931591,0.07110586278538825,0.04946850884265794
